Date,Close,High,Low,Open,Volume,MA5,Dist_MA5,MA10,Dist_MA10,MA20,Dist_MA20,MA50,Dist_MA50,MA200,Dist_MA200,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR,Volatility_5,Volatility_10,Volatility_20,Return_lag_1,Return_lag_2,Return_lag_3,Return_lag_5,Return_lag_10,Return_lag_20,ROC_5,ROC_10,ROC_20,Volume_Change,Volume_MA5,Volume_MA10,OBV,Vol_Price_Ratio,CMF,ADX,Stoch_K,Stoch_D,CCI,Williams_R,Dist_from_20d_High,Dist_from_20d_Low,Ichimoku_Conversion,Ichimoku_Base,Day_of_Week,Month,Day_of_Week_sin,Day_of_Week_cos,Month_sin,Month_cos,Future_Return,Signal,Signal_Class
2010-10-18,19.682767868041992,19.7818685991246,19.400715072775263,19.50743759487777,48330500,19.326007843017575,1.8460099360526394,18.99897880554199,3.599083242834822,18.862907123565673,4.346417755787257,18.71661651611328,5.161997902222049,20.551399879455566,-4.226631842641105,67.29400919928898,19.080209278453914,18.917281501475205,0.16292777697870875,0.05808996305584626,0.10483781392286248,18.862907123565673,0.34902206446547185,19.56095125249662,18.164862994634728,0.07401235921464829,100.0,0.3414204100643102,0.1426177554522594,0.12711326481418816,0.18053669978524967,0.010962980872755379,0.02338512551826577,0.018942298169586147,0.050020421565417195,0.07988292679251496,0.015336347957366048,5.0020421565417195,7.988292679251496,1.5336347957366048,-0.2990988299581755,58942480.0,54236670.0,-1137027300.0,2455472.742655875,0.14633066714786142,19.946476424550063,94.00916991782766,91.94338256316017,196.211215133301,-5.990830082172336,-0.5009674924591923,8.578636960814269,19.088170348662096,18.954765094908097,0,10,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.024399679091082427,-1,0
2010-10-19,19.133913040161133,19.33973635494753,19.01956723883061,19.26350533606526,66150900,19.36717414855957,-1.204414782503449,19.056152534484863,0.4080598407026459,18.86100149154663,1.446962128372764,18.710912818908692,2.260713976631701,20.530799160003664,-6.803856532598229,53.99078300268283,19.08847139563964,18.93332828211861,0.1551431135210315,0.07750059314888331,0.07764252037214818,18.86100149154663,0.34734549189727537,19.555692475341182,18.16631050775208,0.07366427324719813,69.64265802931547,0.36440471143195813,0.30356571639801266,0.20620513161550078,0.20366196315874924,-0.027885042975688945,-0.017227765295712016,-0.005152012687491769,0.01087439990019945,0.03080120009132803,-0.0019879297584887157,1.087439990019945,3.080120009132803,-0.19879297584887157,0.3687195456285368,62144360.0,53036470.0,-1203178200.0,3457259.362533557,0.15499691206483687,20.383367939833466,60.82983836604221,84.75804413815563,86.20105751377557,-39.17016163395778,-3.2755022899714437,5.55091700292023,19.145343022349515,18.954765094908097,1,10,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,0.03187212591787936,1,2
2010-10-20,19.293994903564453,19.36260266816308,19.13391108882472,19.255880125003262,56283600,19.36260070800781,-0.35432122718404013,19.123235511779786,0.8929419484452916,18.88768243789673,2.1512033940833675,18.716599960327148,3.0849350013420596,20.51096130371094,-5.933248969302607,56.680655965311466,19.120090396858842,18.960044328151632,0.16004606870721005,0.09400968826054867,0.06603638044666138,18.88768243789673,0.3594915463985288,19.606665530693785,18.16869934509967,0.07613248424321989,78.25605148008759,0.3547109162824154,0.26770003981284984,0.20789347771868413,0.18899261658744893,0.008366394425819657,-0.019751945817984895,-0.00900550514943177,-0.0011837948955125688,0.03602125461726269,0.028443935647590957,-0.11837948955125688,3.602125461726269,2.8443935647590957,-0.14916350344439755,58333780.0,53615860.0,-1146894600.0,2917156.36296773,0.19521881762990145,20.8386110158589,70.50709535910514,75.11536788099166,102.6131802836643,-29.492904640894864,-2.4662669914900626,6.433997606573616,19.17964657687719,18.954765094908097,2,10,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,0.029237386573820023,1,2
2010-10-21,19.37784576416016,19.46932325225045,19.095791508701637,19.36259927381421,50032400,19.391569519042967,-0.07077175918808187,19.19108066558838,0.9731869811097749,18.925416469573975,2.390590956418559,18.72714889526367,3.4746179065253235,20.49225648880005,-5.438204061368079,58.063672582745525,19.159745068751352,18.990992582670785,0.16875248608056737,0.1089582478245524,0.05979423825601496,18.925416469573975,0.3697269835075232,19.66487043658902,18.18596250255893,0.07814401000938087,80.5921203190313,0.3560552610871581,0.26617361319183835,0.2079133596523253,0.1863173173001058,0.004345956398081885,0.01274871080928519,-0.015491830515205196,0.007531016601954876,0.036282006244882314,0.04052375781731543,0.7531016601954876,3.6282006244882314,4.052375781731543,-0.11106610096013758,57950440.0,53609490.0,-1096862200.0,2581938.1890496956,0.23305158453418584,21.496972792857964,75.57604139598214,68.97099170704315,99.94181447334566,-24.423958604017855,-2.042389640492903,6.896555119445336,19.2025138111694,18.954765094908097,3,10,-0.587785252292473,-0.8090169943749476,-0.8660254037844386,0.5000000000000001,0.03383164172663955,1,2
2010-10-22,19.347352981567383,19.469323451598427,19.263500191776824,19.454076961096376,25837900,19.367174911499024,-0.10234807101304755,19.252827453613282,0.4909695896971211,18.94828577041626,2.1060860913032275,18.742699241638185,3.2260760957307566,20.474601345062254,-5.505593708503264,57.34665821507301,19.188607824569203,19.017389649255716,0.17121817531348782,0.1214102333223395,0.049807941991148325,18.94828577041626,0.38138090219873183,19.711047574813723,18.185523966018796,0.08050984808223177,76.1593598978362,0.3453244038539042,0.24878364112090254,0.20940079451664004,0.180896119655535,-0.0015735899110712603,0.0027655277338687334,0.01115505965550545,-0.006264882389811266,0.03296698708555135,0.024213171875837824,-0.6264882389811266,3.2966987085551347,2.4213171875837824,-0.48357664233576647,49327060.0,52060500.0,-1122700100.0,1335474.6783508987,0.1958205217574875,22.108309181305852,72.05882011010483,72.71398562173069,100.74615254414942,-27.941179889895178,-2.1965347478672737,6.72834377878111,19.2025138111694,18.954765094908097,4,10,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,0.05082739485103138,1,2
2010-10-25,19.2025146484375,19.324483657907145,19.18726815875748,19.240629418652283,50912400,19.271124267578124,-0.35602291899520244,19.29856605529785,-0.49771266209689413,18.965818881988525,1.2480123738488391,18.756717605590822,2.3767327110250758,20.45543310165405,-6.125113298702233,53.9394327319758,19.19074733593356,19.03110261215807,0.15964472377548944,0.12905713141296948,0.030587592362519955,18.965818881988525,0.3847597465962678,19.735338375181062,18.19629938879599,0.08114803773891718,65.37945227787444,0.3320930052079042,0.22555439920952614,0.21622482233129567,0.1832361916355011,-0.007486209264278898,-0.009048018951979708,-0.004741384849752062,-0.024399679091082427,0.02440026024013786,0.018600942957162303,-2.4399679091082427,2.440026024013786,1.8600942957162303,0.9704542551832773,49843440.0,54392960.0,-1173612500.0,2651340.25059279,0.17073263180234413,22.34182027513412,58.24164539114567,68.62550229907754,67.08029737215237,-41.75835460885433,-2.928711955516361,5.929353062823273,19.37784596375198,18.954765094908097,0,10,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.06986875186736774,1,2
2010-10-26,19.743751525878903,19.797112784637687,19.103413512803023,19.149152980869346,69304200,19.39309196472168,1.8081673711191293,19.380133056640624,1.876243409555367,19.01231927871704,3.847148979770454,18.780044136047362,5.13155018619873,20.440436162948608,-3.4083648289880975,62.82742968043072,19.275824903617455,19.083891420581836,0.1919334830356192,0.14163240173749944,0.05030108129811975,19.01231927871704,0.4199979796876431,19.852315238092327,18.172323319341753,0.08836333401108022,93.53784318830746,0.3579220242526727,0.2157858225331388,0.25060395479235986,0.20655090223904798,0.028185729179247998,0.020488515648066974,0.01888268521547909,0.03187212591787936,0.04309311606097932,0.049432370014862004,3.1872125917879357,4.309311606097932,4.9432370014862,0.36124401913875603,50474100.0,56309230.0,-1104308300.0,3510183.964235991,0.21080173537298522,23.590889205564718,95.85799489132796,75.38615346419282,119.85983589972123,-4.142005108672044,-0.2695406109934906,8.915049120384943,19.408340011734147,18.96238718766464,1,10,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,0.0575289631984508,1,2
2010-10-27,19.85810089111328,19.903840367478534,19.530310034408743,19.659902309472592,64805500,19.505913162231444,1.8055434060055386,19.434256935119627,2.1809115594624284,19.07139778137207,4.12504169206529,18.800474014282226,5.625533037239405,20.426762323379517,-2.783903896582629,64.39082079549564,19.365405824770658,19.14124027025083,0.22416555451982845,0.15813903229396525,0.0660265222258632,19.07139778137207,0.4521501279168947,19.97569803720586,18.16709752553828,0.09483313873480857,93.49789268918484,0.35903690345389544,0.21505629943448645,0.23431664687983428,0.20352606908029486,0.005791673638340544,0.034140645362253474,0.026398852082375246,0.029237386573820023,0.028018980609323396,0.06326496410648796,2.9237386573820023,2.8018980609323396,6.326496410648796,-0.06491237183316456,52178480.0,55256130.0,-1039502800.0,3263428.8825172186,0.25858397978450154,24.944048298810312,96.5516487422585,83.55042967491069,139.51808926420284,-3.4483512577415034,-0.2298022669031674,9.545849539194041,19.46170380315457,19.015750979085063,2,10,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,0.037619758563815386,1,2
2010-10-28,20.033430099487305,20.109659642448403,19.75899909207429,19.980067383835078,80730300,19.637030029296874,2.0186355553718283,19.51429977416992,2.660255972927761,19.13962459564209,4.669921812618649,18.822733421325683,6.432098096814842,20.412913236618042,-1.8590346842311312,66.70316857173532,19.46817879011168,19.207328405749827,0.26085038436185215,0.17868130270754265,0.0821690816543095,19.13962459564209,0.4896160579065553,20.1188567114552,18.160392479828978,0.10232511206474483,95.63808158513254,0.3584385925196252,0.21543224136286,0.23229338829823704,0.2040245768029866,0.008829102507606157,0.014671911426190176,0.04327117912743872,0.03383164172663955,0.04161744498410913,0.07309143749967406,3.383164172663955,4.161744498410913,7.309143749967406,0.24573222951755636,58318060.0,58134250.0,-958772500.0,4029779.2040148955,0.3168149469508971,26.551206757442092,94.87187950178124,95.76050771178923,149.15993670284195,-5.12812049821876,-0.3790692846943555,10.513041074058393,19.564613440639505,19.118660616569997,3,10,-0.587785252292473,-0.8090169943749476,-0.8660254037844386,0.5000000000000001,0.032724422364160954,1,2
2010-10-29,20.33072853088379,20.73475177987319,20.185889788191695,20.6966355560146,114193200,19.833705139160156,2.5059533165202597,19.60044002532959,3.7258781160547816,19.22690906524658,5.741013606978607,18.856732330322266,7.816816693056028,20.398259048461913,-0.33106020184215934,70.2329659965236,19.600878750230464,19.290543229833823,0.3103355203966416,0.20501214624536246,0.10532337415127913,19.22690906524658,0.5386897252621474,20.304288515770875,18.149529614722287,0.112069958501203,100.0,0.38293024165292944,0.20682462038172936,0.23512344548283023,0.2053760457986491,0.014840116241706003,0.023800243656834974,0.029729760538948824,0.05082739485103138,0.04424408481029807,0.09392982059671517,5.082739485103138,4.424408481029807,9.392982059671517,0.4145023615668466,75989120.0,62658090.0,-844579300.0,5616778.554026364,0.2947773604914097,28.863405725933436,80.8664219123078,90.7633167187825,185.19723579013632,-19.133578087692204,-1.9485318815418706,12.153067449821853,19.8771595093519,19.43120668528239,4,10,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,0.006749126596033772,0,1
